codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
53340;A-092/CENIPA/2015 - 05;2017-02-08;2017-02-16;2017-05-24;Atuar junto a CIOPAER visando à padronização da nomenclatura utilizada no Manual de Procedimentos Operacionais e no Programa de Treinamento para Pilotos, no tocante à realização do rapel.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53340;A-092/CENIPA/2015 - 06;2017-02-08;2017-02-16;2017-05-24;Assegurar-se da adequação dos métodos de supervisão gerencial adotados pela CIOPAER, visando ao pleno funcionamento do sistema de comunicação interna das aeronaves modelo EC45, notadamente, para efeito da realização do rapel.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53340;A-092/CENIPA/2015 - 07;2017-02-08;2017-02-16;2017-05-24;Assegurar-se de que, para efeito dos Planejamentos de Voo realizados pelos tripulantes da CIOPAER, além dos procedimentos de rotina estabelecidos nas normas, sejam consideradas também as situações circunstanciais, como por exemplo, os acionamentos em voo de instrução para o cumprimento de missões reais.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53340;A-092/CENIPA/2015 - 08;2017-02-08;2017-02-16;2017-05-24;Divulgar os ensinamentos advindos da presente investigação, no âmbito dos operadores aeropoliciais, buscando ressaltar a importância do uso dos Procedimentos Operacionais Padrão, das técnicas de CRM adequadas e da proficiência dos tripulantes para o sucesso das operações aeropoliciais.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53333;A-090/CENIPA/2015 - 01;2016-04-22;2016-05-18;2016-08-07;"Realizar gestões junto à Associação Brasileira de Acrobacia Aérea a fim de que esta possa garantir a qualidade dos serviços executados nas aeronaves, mormente às empregadas em atendimento à Subparte D do RBHA 91, Seção 91.303 ""Voos Acrobáticos"", dado o risco inerente à atividade, considerados os voos à baixa altura, sobre pessoas e propriedades.";NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53333;A-090/CENIPA/2015 - 02;2016-04-22;2016-05-18;2016-07-18;"Inspecionar as aeronaves da Associação Brasileira de Acrobacia Aérea empregadas em atendimento à Subparte D do RBHA 91, Seção 91.303 ""Voos Acrobáticos"", quanto à aeronavegabilidade continuada destas.";NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53332;IG-091/CENIPA/2015 - 01;2018-05-10;2018-05-10;2020-03-12;Atuar junto à Infinity Participações Ltda. (operador da aeronave), de modo a assegurar-se de que a empresa reforce aos seus pilotos os conhecimentos básicos do sistema hidráulico da aeronave, principalmente nas situações de emergência.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53332;IG-091/CENIPA/2015 - 02;2018-05-10;2018-05-10;NULL;ATUAR JUNTO à OFICINA PREMIUM JET, A FIM DE GARANTIR QUE O ACOMPANHAMENTO E A EXECUçãO DAS INTERVENçõES DE MANUTENçãO NAS AERONAVES MODELO 1124A, OBEDEçAM RIGOROSAMENTE O PREVISTO NO MANUAL DE MANUTENçãO ELABORADO PELO FABRICANTE, COM MAIOR êNFASE PARA A IDENTIFICAçãO E CORREçãO DO POSICIONAMENTO DE MANGUEIRAS HIDRáULICAS SITUADAS NO INTERIOR DA NACELE DOS MOTORES.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53332;IG-091/CENIPA/2015 - 03;2018-05-10;2018-05-10;NULL;ATUAR JUNTO à OFICINA PREMIUM JET, A FIM DE GARANTIR QUE NA EXECUçãO DAS INTERVENçõES DE MANUTENçãO NAS AERONAVES MODELO 1124A, SEJAM ATENDIDOS OS REQUISITOS ESTABELECIDOS NO RBAC 21 E NO RBAC 45 NO QUE SE REFERE à MARCAçãO DE PRODUTOS AERONáUTICOS APROVADOS E TAMBéM àS CONDIçõES PREVISTAS NO MANUAL DE MANUTENçãO ELABORADO PELO FABRICANTE DA AERONAVE, COM MAIOR êNFASE PARA AS MANGUEIRAS HIDRáULICAS SITUADAS NO INTERIOR DA NACELE DOS MOTORES.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53331;A-088/CENIPA/2015-01;2020-04-22;2020-05-12;2020-09-21;INTENSIFICAR AS AçõES DE PREVENçãO JUNTO AOS PILOTOS E OPERADORES DA AVIAçãO EXECUTIVA BRASILEIRA, SOBRETUDO OS QUE UTILIZAM AERONAVES DE ASAS ROTATIVAS, NO SENTIDO DE IMPLEMENTAR UMA MUDANçA NA CULTURA DOS GRUPOS DE TRABALHO E NAS CULTURAS ORGANIZACIONAIS, A FIM DE ELEVAR A PERCEPçãO COLETIVA ACERCA DOS RISCOS INERENTES à OPERAçãO COM METEOROLOGIA ADVERSA E DE ALINHAR O CONJUNTO DE CRENçAS E VALORES COMPARTILHADOS PELOS GRUPOS DE PROFISSIONAIS AO FIEL CUMPRIMENTO DAS REGRAS ESTABELECIAS PELOS óRGãOS REGULADORES DO SISTEMA DA AVIAçãO CIVIL.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53331;A-088/CENIPA/2015-02;2020-04-22;2020-05-12;2020-05-26;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR TRIPULANTES E OPERADORES DA AVIAçãO CIVIL BRASILEIRA SOBRE OS RISCOS DECORRENTES DA OPERAçãO COM METEOROLOGIA ADVERSA QUANDO PILOTOS E/OU AERONAVE NãO POSSUEM HABILITAçãO/CERTIFICAçãO PARA VOOS SOB CONDIçõES METEOROLóGICAS POR INSTRUMENTOS.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53326;IG-085/CENIPA/2015 - 01;2018-07-27;2018-08-23;2018-09-21;Atuar junto ao Aeroclube de São José dos Campos, visando verificar a adequação dos procedimentos de supervisão da manutenção em suas aeronaves, em especial no tocante à hélice.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53325;A-087/CENIPA/2015 – 01;2016-07-16;2016-07-14;2017-03-23;"Realizar auditoria no Aeroclube de Novo Hamburgo, a fim de que sejam verificadas as conformidades dos procedimentos operacionais da entidade. Em tais procedimentos operacionais estão inseridos: realização de briefing e debriefing pelos instrutores; supervisão contínua do desempenho dos instrutores e alunos e acompanhamento e emissão de pareceres do coordenador de curso e/ou diretoria de instrução nas fichas de voo dos alunos; entre outros.";ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53308;IG-084/CENIPA/2015 - 01;2018-09-24;2018-11-06;2019-01-24;Atuar junto ao operador visando garantir que este estabeleça critérios e procedimentos padronizados que possam contribuir para a prevenção de eventos relacionados à aproximação não estabilizada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53306;A-081/CENIPA/2015 - 01;2017-05-26;2017-06-01;NULL;Avaliar a viabilidade de incluir no sistema eletrônico de planos de voo (SIGMA) uma lógica capaz de identificar e bloquear os planos sob regra de voo visual (VFR) em que a operação ocorrerá no período noturno e fora dos limites de uma ATZ, CTR, TMA, ou ainda, na inexistência desses espaços aéreos, quando realizado dentro de um raio de 50 Km (27 NM) do aeródromo ou heliponto de partida.;***;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
53270;IG-077/CENIPA/2015 - 01;2018-07-27;2018-08-23;2019-02-21;Efetuar gestões de forma que seja verificada a conformidade dos procedimentos efetuados pela oficina HAR 3 Ltda., responsável pelos últimos serviços de manutenção na aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53268;A-080/CENIPA/2015 - 01;2016-06-16;2016-07-14;2017-02-13;Determinar ao administrador do aeródromo de Viçosa que sejam tomadas medidas no intuito de cumprir os requisitos do RBAC 154, em especial aqueles sobre faixa de pista, com a finalidade de reduzir o risco de danos à aeronave que venha a sair da pista durante o pouso, bem como os requisitos do RBAC 153, sobre o monitoramento da condição física e operacional do aeródromo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53266;A-079/CENIPA/2015 - 01;2017-03-30;2017-04-19;2017-06-21;Realizar gestões junto ao operador da aeronave a fim de que este aprimore os métodos de Supervisão Gerencial, no âmbito operacional, com vistas ao adequado acompanhamento do planejamento e execução dos voos realizados pelos tripulantes da empresa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53266;A-079/CENIPA/2015 - 02;2017-03-30;2017-04-19;2017-06-21;Realizar gestões junto ao operador, visando garantir que seus tripulantes cumpram, fielmente, o estabelecido no Programa de Treinamento Operacional (PTO) estabelecido pela empresa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53266;A-079/CENIPA/2015 - 03;2017-03-30;2017-04-19;2017-06-21;Atuar junto ao operador com a finalidade de verificar os procedimentos estabelecidos para o relato de discrepâncias/panes da aeronave, garantindo aos seus pilotos a autonomia necessária para o registro destas no diário de bordo das aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53266;A-079/CENIPA/2015 - 04;2017-03-30;2017-04-19;2017-06-21;Realizar gestões junto à oficina de manutenção Hangar Oficina e Recuperação de Aviões (HORA) com a finalidade de verificar a conformidade dos procedimentos de manutenção, bem como o controle das cadernetas de manutenção das aeronaves por ela inspecionadas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53266;A-079/CENIPA/2015 - 05;2017-03-30;2017-04-19;2017-06-21;Atuar junto ao fabricante da aeronave a fim de verificar a viabilidade de confecção de uma lista mestra de equipamentos mínimos, Master Minimum Equipment List (MMEL) para o modelo EMB-820C Carajá.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53266;A-079/CENIPA/2015 - 06;2017-03-30;2017-04-19;2017-06-21;Atuar junto ao fabricante da aeronave a fim de que seja feita a revisão do Manual de Operação e do Manual de Voo aprovado pelo CTA, MO-NE-821/001, 30JUL1984, de modo que este passe a contemplar as informações necessárias à operação do CVR.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53266;A-079/CENIPA/2015 - 07;2017-03-30;2017-04-19;2017-06-21;Avaliar a possibilidade de adequar o RBAC-135 de modo a considerar que o treinamento prático em voo e as avaliações periódicas sejam realizados no tipo de aeronave efetivamente pilotada pelos tripulantes das empresas de táxi-aéreo.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53265;A-067/CENIPA/2015 - 01;2016-10-28;2016-12-14;2017-02-13;Realizar gestões junto ao Operador visando revisar seus mecanismos de Supervisão Gerencial relacionados ao estabelecimento de critérios claros para a execução do procedimento de arremetida em casos de aproximação não estabilizada.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53265;A-067/CENIPA/2015 - 02;2016-10-28;2016-12-14;2017-02-13;Realizar gestões junto ao Operador visando revisar seus mecanismos de Supervisão Gerencial relacionados à verificação do atendimento aos requisitos de desempenho das aeronaves para o cumprimento de missões em aeródromos críticos, particularmente no que diz respeito ao desempenho no pouso.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53264;A-066/CENIPA/2015 - 01;2016-06-16;2016-07-14;2017-01-26;Realizar gestões junto à empresa GYN Prop Shop Ltda., com o intuito de verificar se as datas e o cômputo das horas dos componentes em revisão estejam sendo registrados em conformidade com as exigências previstas nos regulamentos pertinentes.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53262;IG-076/CENIPA/2015 - 01;2018-04-05;2019-04-17;2019-07-17;ASSEGURAR-SE DA IMPLEMENTAçãO DO SGSO NO âMBITO DO GOA, EM CONSONâNCIA COM A RESOLUçãO Nº106 DA ANAC, DE 30JUN2009.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53262;IG-076/CENIPA/2015 - 02;2018-04-05;2019-04-17;2019-07-17;ASSEGURAR-SE DE QUE O TREINAMENTO EM CRM, A SER IMPLEMENTADO NO âMBITO DO GOA, ESTEJA CENTRADO NAS SUAS OPERAçõES DE ROTINA, EM CONSONâNCIA COM A IAC 060-1002 A.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53262;IG-076/CENIPA/2015 - 03;2018-04-05;2019-04-17;2019-07-17;ATUAR JUNTO AO GOA, NO SENTIDO DE QUE SEJAM ADOTADOS PROCEDIMENTOS VISANDO à ADEQUADA Coordenação DE CABINE ENTRE OS SEUS TRIPULANTES, DE MODO QUE SEJA Possível HAVER UMA EFETIVA Comunicação EM VOO, FATO QUE Permitirá UMA MAIOR Interação E INCREMENTO DA Consciência SITUACIONAL.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53257;A-073/CENIPA/2015 – 01;2015-11-16;2016-01-20;2016-02-23;Atuar junto ao operador no intuito de impedir que seus pilotos removam, sem a autorização da autoridade de investigação SIPAER, a aeronave do local no qual se consumou um acidente aeronáutico.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53254;A-075/CENIPA/2015 – 01;2015-11-16;2016-01-20;2016-03-17;Atuar junto ao operador da aeronave, a fim de verificar a conformidade dos procedimentos de planejamento e supervisão das operações aeroagrícolas, bem como verificar a efetiva atuação do GSO da empresa.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53232;A-065/CENIPA/2015 - 01;2020-03-16;2020-03-19;2020-08-12;ATUAR JUNTO à ASSOCIAçãO BRASILEIRA DE ACROBACIA AéREA, A FIM DE QUE AQUELE OPERADOR APRIMORE AS TéCNICAS DE INSTRUçãO UTILIZADAS E ORIENTE OS INSTRUTORES A SEREM MAIS PROATIVOS E CONSERVATIVOS, DE MODO A EVITAR QUE OS ERROS DOS ALUNOS SE APROXIMEM DO PONTO DE IRREVERSIBILIDADE DE UM ACIDENTE.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53225;A-055/CENIPA/2015 – 01;2015-11-16;2016-01-20;2016-03-16;Atuar junto ao Aeroclube do Paraná para que haja um efetivo acompanhamento das atividades de instrução por parte da direção da organização, principalmente no que tange à avaliação das condições meteorológicas antes dos voos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53225;A-055/CENIPA/2015 – 02;2015-11-16;2016-01-20;2016-03-16;Atuar junto ao Aeroclube do Paraná com o objetivo de que seja respeitado, em todos os voos, o Peso Máximo de Decolagem estabelecido para cada aeronave.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53224;A-061/CENIPA/2015 - 01;2017-10-27;2017-10-27;NULL;Divulgar os ensinamentos advindos da presente investigação, no âmbito da aviação geral, buscando ressaltar a importância de se conhecer e aplicar, fielmente, as ações e verificações previstas nos manuais de operação das aeronaves.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53204;IG-058/CENIPA/2015 - 01;2017-06-22;2017-06-30;2017-10-18;Determinar aos operadores de aeródromos que realizem gerenciamento de risco durante obras e serviços, investindo na correta sinalização horizontal temporária a fim de minimizar a probabilidade de ocorrências desta natureza.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53204;IG-058/CENIPA/2015 - 02;2017-06-22;2017-06-30;2017-10-18;Atuar junto ao Operador do Aeródromo de Anápolis visando assegurar-se do posicionamento adequado dos caminhões de abastecimento e outros veículos durante as operações aéreas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53204;IG-058/CENIPA/2015 - 03;2017-06-22;2017-06-30;2017-10-18;Atuar junto ao Operador do Aeródromo de Anápolis visando providenciar a pintura das pistas de táxi em conformidade com os requisitos aplicáveis.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53203;IG-057/CENIPA/2015 - 01;2018-12-19;2019-02-21;2019-05-21;REALIZAR GESTõES JUNTO AO OPERADOR, NO SENTIDO QUE ESTE ALERTE OS TRIPULANTES QUANTO à POSSIBILIDADE DE OCORRêNCIAS DE ILUSõES VISUAIS DURANTE O VOO EM CONDIçõES DE CHUVA.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53203;IG-057/CENIPA/2015 - 02;2019-02-21;2018-12-19;2019-05-21;REALIZAR GESTõES JUNTO AO OPERADOR, NO SENTIDO QUE ESTE REFORCE, NOS TREINAMENTOS EM SIMULADOR DE VOO, MANOBRAS DE REJECT LANDING EM CONDIçõES SIMILARES àS ENCONTRADAS NESSA OCORRêNCIA.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53198;A-056/CENIPA/2015 – 01;2015-11-15;2016-01-20;2016-03-16;Atuar junto ao Aeroclube Regional de Maringá, a fim de garantir que as instruções de voo sejam realizadas com estrita observância do previsto no MCA 58-3/2004, principalmente no tocante aos exercícios básicos de cada missão e ao nível de aprendizagem a atingir.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53196;A-051/CENIPA/2015 - 01;2016-06-16;2016-07-14;2017-03-13;Recomenda-se divulgar às oficinas de manutenção e mantenedores das aeronaves SÊNECA modelo PA-34-200 as orientações constantes no Informativo de Prevenção (InfoPrev) SERIPA V N° 01/AGOSTO/2015, referentes ao recolhimento involuntário do trem de pouso de nariz por pane no suporte do amortecedor e por montagem incorreta do parafuso amortecedor de vibrações, por representarem situações de risco que já resultaram em acidentes aeronáuticos.;NÃO ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53195;A-050/CENIPA/2015 - 01;2017-04-04;2017-04-13;2017-07-31;Atuar junto ao operador a fim de garantir que seja estabelecido um mecanismo efetivo para o controle  de atualização das escriturações das cadernetas de manutenção das aeronaves daquela empresa.;***;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53195;A-050/CENIPA/2015 - 02;2017-04-04;2017-04-13;2017-07-31;Atuar junto ao operador visando garantir a adoção de procedimentos operacionais que impeçam a realização de voos por parte do seu quadro de pilotos caso não haja registro da realização da inspeção pré-voo no diário de bordo da respectiva aeronave.;***;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53195;A-050/CENIPA/2015 - 03;2017-04-04;2017-04-13;2017-07-31;Atuar junto ao operador, visando garantir que ele adote procedimentos no sentido de não permitir a participação de passageiros durante a execução de voos de check operacional de manutenção, conforme legislação em vigor.;***;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53195;A-050/CENIPA/2015 - 04;2017-04-04;2017-04-13;2017-07-31;Atuar junto ao Helipark, visando assegurar que seja adotado um mecanismo efetivo do controle das atividades de manutenção executadas pela empresa, notadamente no que se refere aos registros dos mecânicos e inspetores nas Fichas de Inspeção dos serviços realizados, conforme legislação em vigor.;***;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53195;A-050/CENIPA/2015 - 05;2017-04-04;2017-04-13;2017-07-31;Analisar junto ao fabricante a pertinência de se especificar em documentação apropriada as condições necessárias para a conclusão do processo de polimerização das pás antes de um período de sete (7) dias.;***;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53152;IG-035/CENIPA/2015 - 01;2016-08-26;2016-08-25;2016-12-20;Realizar gestões junto à NEP - Nacional Escola de Pilotagem, no sentido de garantir que os instrutores e pilotos recebam os treinamentos de padronização relativos à correta execução da manobra de autorrotação.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53152;IG-035/CENIPA/2015 - 02;2016-08-26;2016-08-25;2016-12-20;Acompanhar os dados de confiabilidade das pás do rotor de cauda do projeto da aeronave R22, de modo a avaliar a incidência de falhas do referido componente antes do TLV estabelecido.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53151;IG-040/CENIPA/2015 - 01;2019-03-11;2019-03-18;2019-07-17;ATUAR JUNTO à CESSNA AIRCRAFT NO SENTIDO DE AVALIAR A OBRIGATORIEDADE DE INCLUSãO NOS MANUAIS DE MANUTENçãO DA AERONAVE C-208 UMA ADVERTêNCIA RECOMENDANDO A NãO REUTILIZAçãO DE CâMARAS DE AR DURANTE AS TROCAS DE PNEUS.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53117;A-024/CENIPA/2015 - 01;2016-06-03;2016-07-14;2017-11-17;Realizar gestões junto à Administração do Aeródromo de Bragança Paulista, a fim de garantir que tenham sido tomadas todas as medidas de mitigação dos riscos de ocorrências futuras, no tocante aos prestadores de serviço de abastecimento, quanto à manutenção dos seus equipamentos.;ADOTADA;ANP;AGÊNCIA NACIONAL DO PETRÓLEO, GÁS NATURAL E BIOCOMBUSTÍVEIS
53114;A-026/CENIPA/2015 – 01;2015-11-16;2016-01-20;2016-02-12;Divulgar o presente relatório aos operadores e mantenedores do modelo de aeronave SR22.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53114;A-026/CENIPA/2015 – 02;2015-11-16;2016-01-20;2016-03-16;Atuar junto à empresa Serviços Aéreos Flylog Ltda., a fim de garantir a realização dos registros de manutenções corretivas de aeronaves, além de ressaltar a importância da correta e detalhada realização do pré-voo por parte dos pilotos.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53112;A-034/CENIPA/2015 - 01;2021-09-17;2021-10-05;2021-10-14;Divulgar os ensinamentos colhidos na presente investigação, no intuito de aumentar o nível de alerta situacional dos pilotos de aeronaves agrícolas durante o abastecimento e procedimentos de solo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53111;A-019/CENIPA/2015 - 01;2015-11-16;2016-01-20;2016-02-23;Realizar gestões junto à empresa Ceal Aviação Agrícola Ltda., com o objetivo de garantir que os serviços de manutenção em aeronaves sejam realizados em organizações que possuam a devida homologação para este fim.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53104;I - 235/CENIPA/2013 – 001;2015-02-02;2015-03-20;2016-01-06;Atuar junto ao Operador de Aeródromo de SBGL com objetivo de estabelecer procedimentos formais, de modo que os Setores de Engenharia e de Operações disponibilizem, oportunamente, e o mais rápido possível, todos os dados necessários para que o DTCEA-GL disponha de tempo suficiente para mudanças e adequação do modelo de operação dos controladores de tráfego aéreo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53104;I - 235/CENIPA/2013 – 002;2015-02-02;2015-03-20;2016-01-06;Atuar junto ao Operador de Aeródromo buscando o cumprimento do previsto no Anexo 14 da ICAO no tocante a infraestrutura, de maneira que todas as aeronaves operando na taxiway L3 fiquem devidamente separadas de obstáculos e eventuais aeronaves estacionadas no pátio 2.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53104;I - 235/CENIPA/2013 – 003;2015-02-02;2015-03-20;2015-08-21;Divulgar o conteúdo deste Relatório Final a todos os Operadores de Aeródromos Brasileiros.;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
53104;I - 235/CENIPA/2013 – 004;2015-02-02;2015-03-20;2016-02-25;Aperfeiçoar de maneira padronizada e sistêmica o briefing diário de alerta ao pessoal de serviço, realizado pelos Supervisores de Equipe, sobre todas as informações que possam ser utilizadas pelos controladores de tráfego aéreo, principalmente nos aeródromos que estejam passando por processo de modificação de infraestrutura aeroportuária.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
53104;I - 235/CENIPA/2013 – 005;2015-02-02;2015-03-20;2016-02-25;Reavaliar e aperfeiçoar o Modelo Operacional aplicado pelo DTCEA-GL.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
53104;I - 235/CENIPA/2013 – 006;2015-02-02;2015-03-20;2016-02-25;Divulgar o conteúdo deste Relatório Final a todos os Destacamentos de Controle de Espaço Aéreo.;ADOTADA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
52992;IG-001/CENIPA/2015 - 001;2015-02-25;2015-03-20;2016-01-05;Atuar junto ao operador do aeródromo de modo a assegurar que o estacionamento das aeronaves nas diversas posições do pátio 4 de SBSV ocorra de forma coincidente com as marcações em “T” existentes no solo.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52992;IG-001/CENIPA/2015 - 002;2015-02-25;2015-03-20;2016-01-15;Atuar junto ao operador do aeródromo para assegurar que haja efetiva assistência prestada às aeronaves que realizam manobras de estacionamento no pátio 4 de SBSV, por meio de “parqueador”, de acordo com o estabelecido no RBAC 153.121 (a).;ADOTADA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52992;IG-001/CENIPA/2015 - 003;2015-02-25;2015-03-20;2015-06-24;Orientar o operador da aeronave para que o mesmo cobre dos seus pilotos o fiel cumprimento da sinalização horizontal dos pátios de manobra.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52988;A - 017/CENIPA/2015 – 001;2015-10-13;2015-12-07;2016-03-16;Atuar junto à escola HORUS AERO TÁXI LTDA. com o objetivo de criar e implementar procedimentos para o acompanhamento diário das fichas de avaliação de desempenho, a fim de estabelecer supervisão eficaz do desempenho dos alunos, dos instrutores e do preenchimento das fichas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52981;A-005/CENIPA/2015 - 01;2018-04-05;2018-04-17;2018-04-28;Revisar a Diretriz de Aeronavegabilidade nº 2010-08-04 de 04OUT2010, de maneira a esclarecer com mais detalhes as ações requeridas para restaurar as condições seguras de aeronavegabilidade.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52981;A-005/CENIPA/2015 - 02;2018-04-05;2018-04-17;2018-04-28;Verificar a pertinência de emitir Diretriz de Aeronavegabilidade referente ao ServiceBulletin SB-4 Rev B, 02SET2009, Subject: Bowl Clearence MA - Series Carburetors, a fimde tornar requisito de cumprimento obrigatório as ações nele contidas.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52981;A-005/CENIPA/2015 - 03;2018-04-05;2019-04-17;2019-09-17;Verificar a possibilidade de tornar claro, na Instrução Suplementar N° 39-001, qual deve ser o tratamento dado aos boletins que o fabricante classifica como mandatórios e que não sejam convertidos ou incorporados por referência em uma Diretriz de Aeronavegabilidade.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
52980;A-006/CENIPA/2015 - 01;2017-08-01;2017-08-01;2018-01-15;Divulgar aos operadores de helicópteros o teor do presente relatório, a fim de ratificar que, estatisticamente, a probabilidade de colisões com fauna é maior em voos realizados em até 3.500ft de altura e que os critérios de certificação de para-brisas podem não proteger tripulantes contra eventos desta natureza, que envolvam aves da família dos urubus, bastante comuns em todo o país.;ADOTADA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
